modelo,auc_cv_group_mean,auc_cv_group_std,logloss_cv_group_mean,brier_cv_group_mean,accuracy_cv_group_mean
logistic_regression,0.5997889771655555,0.14232659355583185,1.18687286204195,0.32373588220170996,0.59499661933739
random_forest,0.571351448260014,0.08977880978157098,0.697412630087853,0.25146158027645016,0.5368492224475997
xgboost,0.5518825802996896,0.17468860804160438,0.7477586234190845,0.27162884672482807,0.51701600180302
